;
479;
469;
491;
482;
485;
473;
473;
472;
476;
475;
471;
475;
484;
470;
468;
483;
464;
464;
472;
464;
463;
471;
481;
474;
482;
476;
465;
474;
476;
472;
476;
482;
485;
478;
476;
473;
474;
472;
472;
468;
472;
476;
479;
480;
492;
475;
482;
475;
473;
475;
471;
471;
481;
476;
472;
481;
473;
485;
470;
463;
473;
470;
476;
475;
471;
472;
476;
472;
473;
473;
473;
471;
469;
470;
470;
470;
470;
463;
472;
468;
467;
468;
550;
470;
479;
478;
477;
479;
475;
476;
473;
472;
473;
474;
471;
468;
476;
471;
477;
472;
47531
;
