8659,8.659,,,,
8635,8.635,,,,1059278
8631,8.631,,,,4146532
8676,8.676,,,,3738014
8666,8.666,,,,
8583,8.583,,,,
8732,8.732,,,,
8705,8.705,,,,
8627,8.627,,,,
8666,8.666,,,,
9065,9.065,,,,
9483,9.483,,,,
9145,9.145,,,,
9599,9.599,,,,
9725,9.725,,,,
9535,9.535,,,,
9584,9.584,,,,
9243,9.243,,,,
9441,9.441,,,,
24224,24.224,,,,
19057,19.057,,,,
9260,9.26,,,,
10047,10.047,,,,
9421,9.421,,,,
9475,9.475,,,,
9308,9.308,,,,
13145,13.145,,,,
25863,25.863,,,,
14371,14.371,,,,
9129,9.129,,,,
9244,9.244,,,,
9791,9.791,,,,
9603,9.603,,,,
9403,9.403,,,,
9367,9.367,,,,
9712,9.712,,,,
9601,9.601,,,,
12095,12.095,,,,
23510,23.51,,,,
21658,21.658,,,,
8870,8.87,,,,
9055,9.055,,,,
9104,9.104,,,,
9212,9.212,,,,
9434,9.434,,,,
9372,9.372,,,,
13254,13.254,,,,
24087,24.087,,,,
17573,17.573,,,,
9415,9.415,,,,
9730,9.73,,,,
9182,9.182,,,,
9260,9.26,,,,
9284,9.284,,,,
9232,9.232,,,,
9352,9.352,,,,
9159,9.159,,,,
9242,9.242,,,,
9186,9.186,,,,
9089,9.089,,,,
9308,9.308,,,,
9679,9.679,,,,
9594,9.594,,,,
18458,18.458,,,,
23577,23.577,,,,
12716,12.716,,,,
9327,9.327,,,,
9319,9.319,,,,
9175,9.175,,,,
9231,9.231,,,,
9305,9.305,,,,
9263,9.263,,,,
9197,9.197,,,,
9296,9.296,,,,
9199,9.199,,,,
9844,9.844,,,,
9042,9.042,,,,
9169,9.169,,,,
9250,9.25,,,,
9290,9.29,,,,
9156,9.156,,,,
9344,9.344,,,,
9278,9.278,,,,
9122,9.122,,,,
9394,9.394,,,,
9166,9.166,,,,
9259,9.259,,,,
9294,9.294,,,,
9132,9.132,,,,
9367,9.367,,,,
9563,9.563,,,,
9140,9.14,,,,
9163,9.163,,,,
9163,9.163,,,,
9278,9.278,,,,
9225,9.225,,,,
9225,9.225,,,,
9156,9.156,,,,
9540,9.54,,,,
9245,9.245,,,,
8935,8.935,,,,
8853,8.853,,,,
8916,8.916,,,,
8889,8.889,,,,
8921,8.921,,,,
9111,9.111,,,,
8961,8.961,,,,
8712,8.712,,,,
9249,9.249,,,,
9338,9.338,,,,
9092,9.092,,,,
9261,9.261,,,,
9215,9.215,,,,
9321,9.321,,,,
9124,9.124,,,,
9465,9.465,,,,
9469,9.469,,,,
9214,9.214,,,,
9239,9.239,,,,
9200,9.2,,,,
9197,9.197,,,,
9241,9.241,,,,
9107,9.107,,,,
9605,9.605,,,,
19857,19.857,,,,
21121,21.121,,,,
12282,12.282,,,,
27869,27.869,,,,
28752,28.752,,,,
11515,11.515,,,,
9457,9.457,,,,
9354,9.354,,,,
9387,9.387,,,,
9303,9.303,,,,
9510,9.51,,,,
9250,9.25,,,,
9273,9.273,,,,
9494,9.494,,,,
9557,9.557,,,,
9575,9.575,,,,
9276,9.276,,,,
9246,9.246,,,,
9265,9.265,,,,
9774,9.774,,,,
9363,9.363,,,,
20887,20.887,,,,
24676,24.676,,,,
15985,15.985,,,,
9327,9.327,,,,
9231,9.231,,,,
9310,9.31,,,,
9892,9.892,,,,
9948,9.948,,,,
9572,9.572,,,,
17354,17.354,,,,
24530,24.53,,,,
15870,15.87,,,,
9173,9.173,,,,
9603,9.603,,,,
9463,9.463,,,,
9311,9.311,,,,
9333,9.333,,,,
9418,9.418,,,,
9343,9.343,,,,
9347,9.347,,,,
9588,9.588,,,,
9540,9.54,,,,
20904,20.904,,,,
24985,24.985,,,,
14481,14.481,,,,
9307,9.307,,,,
9551,9.551,,,,
9333,9.333,,,,
9281,9.281,,,,
13821,13.821,,,,
10640,10.64,,,,
24449,24.449,,,,
21750,21.75,,,,
9347,9.347,,,,
9443,9.443,,,,
9394,9.394,,,,
9127,9.127,,,,
10069,10.069,,,,
9532,9.532,,,,
9165,9.165,,,,
9147,9.147,,,,
9532,9.532,,,,
23292,23.292,,,,
23417,23.417,,,,
11011,11.011,,,,
8685,8.685,,,,
9157,9.157,,,,
9209,9.209,,,,
9096,9.096,,,,
9295,9.295,,,,
9091,9.091,,,,
9123,9.123,,,,
9089,9.089,,,,
9136,9.136,,,,
9262,9.262,,,,
9270,9.27,,,,
9265,9.265,,,,
9111,9.111,,,,
9310,9.31,,,,
9214,9.214,,,,
9516,9.516,,,,
14562,14.562,,,,
32684,32.684,,,,
27401,27.401,,,,
10567,10.567,,,,
9911,9.911,,,,
9466,9.466,,,,
10228,10.228,,,,
19247,19.247,,,,
21982,21.982,,,,
9006,9.006,,,,
10896,10.896,,,,
9639,9.639,,,,
10004,10.004,,,,
20487,20.487,,,,
21807,21.807,,,,
9788,9.788,,,,
9557,9.557,,,,
9687,9.687,,,,
9485,9.485,,,,
23157,23.157,,,,
15880,15.88,,,,
9772,9.772,,,,
9253,9.253,,,,
9728,9.728,,,,
9425,9.425,,,,
9386,9.386,,,,
9612,9.612,,,,
9387,9.387,,,,
9490,9.49,,,,
9293,9.293,,,,
9555,9.555,,,,
9444,9.444,,,,
9550,9.55,,,,
9319,9.319,,,,
9570,9.57,,,,
9552,9.552,,,,
9415,9.415,,,,
9440,9.44,,,,
9531,9.531,,,,
9390,9.39,,,,
9349,9.349,,,,
9432,9.432,,,,
9469,9.469,,,,
9346,9.346,,,,
9422,9.422,,,,
9628,9.628,,,,
9525,9.525,,,,
9621,9.621,,,,
9515,9.515,,,,
9438,9.438,,,,
9342,9.342,,,,
9463,9.463,,,,
9441,9.441,,,,
9512,9.512,,,,
9646,9.646,,,,
9643,9.643,,,,
9465,9.465,,,,
9379,9.379,,,,
9375,9.375,,,,
9412,9.412,,,,
9443,9.443,,,,
9469,9.469,,,,
9449,9.449,,,,
9327,9.327,,,,
9437,9.437,,,,
9367,9.367,,,,
9609,9.609,,,,
9815,9.815,,,,
9454,9.454,,,,
9556,9.556,,,,
9451,9.451,,,,
9559,9.559,,,,
9441,9.441,,,,
9504,9.504,,,,
9714,9.714,,,,
9733,9.733,,,,
9454,9.454,,,,
9514,9.514,,,,
9299,9.299,,,,
9355,9.355,,,,
9381,9.381,,,,
9172,9.172,,,,
9419,9.419,,,,
9249,9.249,,,,
9352,9.352,,,,
9862,9.862,,,,
